=== POR PALABRA (frecuencia, muestras) ===
 110  linea                     definitions.rpy:19, script.rpy:1519, script.rpy:1801, script.rpy:1825, script.rpy:1843 (+105 mas)
 106  eris                      definitions.rpy:19, script.rpy:1579, script.rpy:2263, script.rpy:3037, script.rpy:3367 (+101 mas)
  71  cluster                   script.rpy:241, script.rpy:367, script.rpy:1333, script.rpy:1477, script.rpy:1981 (+66 mas)
  52  lily                      script.rpy:313, script.rpy:3487, script.rpy:3679, script.rpy:3955, script.rpy:3985 (+47 mas)
  44  nova                      script.rpy:3883, script.rpy:3889, script.rpy:3961, script.rpy:4585, script.rpy:4591 (+39 mas)
  34  silika                    script.rpy:313, script.rpy:3325, script.rpy:3493, script.rpy:3919, script.rpy:3955 (+29 mas)
  18  haah                      script.rpy:271, script.rpy:277, script.rpy:289, script.rpy:313, script.rpy:319 (+13 mas)
  17  altra                     script.rpy:7195, script.rpy:7303, script.rpy:7903, script.rpy:8701, script.rpy:8755 (+12 mas)
  14  idea                      script.rpy:265, script.rpy:1813, script.rpy:1921, script.rpy:4795, script.rpy:4975 (+9 mas)
  13  weekday                   common.rpy:131, common.rpy:135, common.rpy:139, common.rpy:143, common.rpy:147 (+8 mas)
  11  something                 script.rpy:307, script.rpy:571, script.rpy:739, script.rpy:5647, script.rpy:6187 (+6 mas)
   7  ren'py                    common.rpy:783, common.rpy:787, common.rpy:791, common.rpy:795, common.rpy:827 (+2 mas)
   6  amnesia                   script.rpy:3613, script.rpy:4885, script.rpy:5017, script.rpy:8683, script.rpy:10459 (+1 mas)
   6  endo                      script.rpy:3709, script.rpy:7297, script.rpy:9151, script.rpy:13093, script.rpy:13099 (+1 mas)
   6  hooray                    script.rpy:8185, script.rpy:8257, script.rpy:13123, script.rpy:13183, script.rpy:14749 (+1 mas)
   6  inhale                    script.rpy:343, script.rpy:2629, script.rpy:2683, script.rpy:10165, script.rpy:10237 (+1 mas)
   6  monstergirls              script.rpy:3187, script.rpy:7963, script.rpy:9505, script.rpy:16891, script.rpy:17317 (+1 mas)
   6  peculiar                  script.rpy:1717, script.rpy:4303, script.rpy:7099, script.rpy:7909, script.rpy:10921 (+1 mas)
   6  short                     common.rpy:159, common.rpy:167, common.rpy:171, common.rpy:175, common.rpy:179 (+1 mas)
   5  particular                script.rpy:4015, script.rpy:12583, script.rpy:13099, script.rpy:13339, script.rpy:14839
   5  rika                      script.rpy:3919, script.rpy:8995, script.rpy:9025, script.rpy:10441, script.rpy:10447
   5  semen                     script.rpy:5389, script.rpy:14281, script.rpy:14293, script.rpy:14341, script.rpy:16507
   5  size                      script.rpy:2821, script.rpy:3421, script.rpy:4789, script.rpy:4807, script.rpy:4837
   5  sync                      common.rpy:783, common.rpy:787, common.rpy:791, common.rpy:795, common.rpy:839
   4  active                    script.rpy:13, script.rpy:19, script.rpy:25, script.rpy:1201
   4  director                  common.rpy:339, common.rpy:419, common.rpy:439, common.rpy:447
   4  familiar                  script.rpy:1693, script.rpy:3229, script.rpy:4573, script.rpy:11953
   4  force                     common.rpy:1003, common.rpy:1007, common.rpy:1015, common.rpy:1019
   4  haaah                     script.rpy:8821, script.rpy:10285, script.rpy:15931, script.rpy:16267
   4  metal                     script.rpy:2191, script.rpy:8305, script.rpy:8311, script.rpy:10711
   4  oooh                      script.rpy:3319, script.rpy:3421, script.rpy:4441, script.rpy:6187
   4  panting                   script.rpy:253, script.rpy:271, script.rpy:277, script.rpy:289
   4  rinoa                     script.rpy:12685, script.rpy:12691, script.rpy:16777, script.rpy:16789
   4  voicing                   common.rpy:627, common.rpy:635, common.rpy:639, common.rpy:643
   3  aaand                     script.rpy:4321, script.rpy:4465, script.rpy:10249
   3  base                      script.rpy:6217, script.rpy:11659, script.rpy:16489
   3  cetia                     script.rpy:3925, script.rpy:7267, script.rpy:8383
   3  elemental                 script.rpy:31, script.rpy:7429, script.rpy:13675
   3  extra                     script.rpy:5077, script.rpy:6139, script.rpy:8149
   3  fuuu                      script.rpy:10177, script.rpy:10255, script.rpy:10267
   3  heeey                     script.rpy:2203, script.rpy:9889, script.rpy:9901
   3  hmmmm                     script.rpy:1879, script.rpy:3607, script.rpy:5995
   3  icon                      script.rpy:4303, script.rpy:4309, script.rpy:4345
   3  neural                    script.rpy:6529, script.rpy:6595, script.rpy:6601
   3  noble                     script.rpy:17323, script.rpy:17443, script.rpy:17467
   3  similar                   script.rpy:1309, script.rpy:7417, script.rpy:9709
   3  traceback                 common.rpy:1127, common.rpy:1135, common.rpy:1143
   3  yurei                     script.rpy:17521, script.rpy:17533, script.rpy:17575
   2  angle                     common.rpy:1007, common.rpy:1019
   2  artificial                script.rpy:11587, script.rpy:11593
   2  aura                      script.rpy:5101, script.rpy:5587
   2  bbcode                    common.rpy:1131, common.rpy:1135
   2  bleh                      script.rpy:8833, script.rpy:14893
   2  control                   script.rpy:13717, script.rpy:13735
   2  debug                     common.rpy:639, common.rpy:643
   2  editor                    common.rpy:767, common.rpy:1127
   2  forward                   common.rpy:583, screens.rpy:235
   2  framerate                 common.rpy:659, common.rpy:1035
   2  gamepad                   common.rpy:1099, screens.rpy:267
   2  giggle                    script.rpy:967, script.rpy:6313
   2  giggles                   script.rpy:13861, script.rpy:14131
   2  gles                      common.rpy:1011, common.rpy:1023
   2  hall                      script.rpy:4045, script.rpy:4417
   2  hehehe                    script.rpy:6259, script.rpy:15301
   2  here                      common.rpy:519, script.rpy:3091
   2  hmmmmmm                   script.rpy:4687, script.rpy:12553
   2  huuh                      script.rpy:12643, script.rpy:14905
   2  kironomiya                script.rpy:14011, script.rpy:17605
   2  koikatsu                  screens.rpy:107, screens.rpy:111
   2  lick                      script.rpy:16363, script.rpy:16399
   2  linea'd                   script.rpy:14743, script.rpy:16453
   2  markdown                  common.rpy:1139, common.rpy:1143
   2  milking                   script.rpy:847, script.rpy:5419
   2  monstergirl               script.rpy:13177, script.rpy:16039
   2  omnium                    script.rpy:8317, script.rpy:8329
   2  page                      screens.rpy:187, screens.rpy:191
   2  pant                      script.rpy:16531, script.rpy:16549
   2  pfft                      script.rpy:9391, script.rpy:12823
   2  powersave                 common.rpy:655, common.rpy:1031
   2  really                    script.rpy:6385, script.rpy:11473
   2  right                     script.rpy:4831, script.rpy:7255
   2  simple                    script.rpy:2659, script.rpy:12823
   2  still                     script.rpy:3433, script.rpy:13309
   2  stuff                     script.rpy:8635, script.rpy:15781
   2  super                     script.rpy:3895, script.rpy:15745
   2  tutorial                  script.rpy:14617, script.rpy:14635
   2  ultra                     script.rpy:3787, script.rpy:5431
   2  waaay                     script.rpy:3001, script.rpy:15079
   2  woah                      script.rpy:1369, script.rpy:4153
   2  yasss                     script.rpy:9619, script.rpy:13207
   2  yikes                     script.rpy:5209, script.rpy:9529
   2  your                      script.rpy:5749, script.rpy:5833
   1  aaaaaagghh                script.rpy:9037
   1  aaallll                   script.rpy:8635
   1  aaanyway                  script.rpy:3853
   1  adventurers               script.rpy:5863
   1  agaaain                   script.rpy:9235
   1  ahck                      script.rpy:2941
   1  alert                     script.rpy:1351
   1  almost                    script.rpy:5131
   1  amazing                   script.rpy:14719
   1  amna                      script.rpy:3607
   1  annoying                  script.rpy:9013
   1  anything                  script.rpy:97
   1  asobeat                   screens.rpy:103
   1  awaken                    script.rpy:17655
   1  baby                      script.rpy:9373
   1  bizarre                   script.rpy:4225
   1  blessings                 script.rpy:13675
   1  boooriiing                script.rpy:10339
   1  cake                      script.rpy:727
   1  channels                  common.rpy:447
   1  charastudio               screens.rpy:107
   1  checked                   script.rpy:10783
   1  chrome                    script.rpy:4855
   1  clich                     script.rpy:4153
   1  clus                      script.rpy:1753
   1  cool                      script.rpy:4369
   1  cough                     script.rpy:16531
   1  crap                      script.rpy:3421
   1  crucial                   script.rpy:12409
   1  ctrl                      screens.rpy:295
   1  cursor                    common.rpy:679
   1  deeepest                  script.rpy:3193
   1  development               script.rpy:10801
   1  disable                   common.rpy:643
   1  does                      script.rpy:16189
   1  dooon't                   script.rpy:2143
   1  dova                      screens.rpy:103
   1  ehehehe                   script.rpy:8971
   1  ehem                      script.rpy:4255
   1  elevated                  script.rpy:6859
   1  enable                    common.rpy:639
   1  engulf                    script.rpy:10987
   1  enter                     common.rpy:55
   1  exhale                    script.rpy:10273
   1  experience                script.rpy:2755
   1  feel                      script.rpy:16429
   1  file                      screens.rpy:167
   1  floral                    script.rpy:13453
   1  freesound                 screens.rpy:103
   1  gamepads                  common.rpy:1103
   1  goldmine                  script.rpy:15097
   1  goooood                   script.rpy:1507
   1  greyfall                  script.rpy:3487
   1  guess                     script.rpy:4675
   1  guest                     script.rpy:3943
   1  haaaagh                   script.rpy:15103
   1  haaaah                    script.rpy:16201
   1  hahht                     script.rpy:17161
   1  hard                      script.rpy:8455
